Branch,City,Customer type,Date,Gender,Invoice ID,Payment,Product line,Time,Cogs,Customer type (copy),Gross Income,Gross Margin Percentage,Payment (copy),Quantity,Rating,Tax 5%,Total,Unit price
C,Naypyitaw,Member,25-01-2019,Female,288-38-3758,Ewallet,Fashion accessories,30-12-1899 06:30:00 pm,254.61,,12.7305,4.761904762,,3,7.4,12.7305,267.3405,84.87
A,Yangon,Normal,09-03-2019,Female,652-43-6591,Credit card,Fashion accessories,30-12-1899 01:18:00 pm,778.32,,38.916,4.761904762,,8,6.2,38.916,817.236,97.29
B,Mandalay,Member,17-02-2019,Female,785-96-0615,Ewallet,Electronic accessories,30-12-1899 03:28:00 pm,285.92,,14.296,4.761904762,,8,4.9,14.296,300.216,35.74
A,Yangon,Normal,11-01-2019,Female,406-46-7107,Cash,Home and lifestyle,30-12-1899 11:52:00 am,579.12,,28.956,4.761904762,,6,4.5,28.956,608.076,96.52
A,Yangon,Member,27-02-2019,Male,250-17-5703,Ewallet,Food and beverages,30-12-1899 06:24:00 pm,188.5,,9.425,4.761904762,,10,5.6,9.425,197.925,18.85
A,Yangon,Normal,25-03-2019,Female,156-95-3964,Ewallet,Food and beverages,30-12-1899 03:19:00 pm,221.56,,11.078,4.761904762,,4,8,11.078,232.638,55.39
B,Mandalay,Member,11-02-2019,Female,842-40-8179,Credit card,Food and beverages,30-12-1899 10:38:00 am,772,,38.6,4.761904762,,10,5.6,38.6,810.6,77.2
B,Mandalay,Normal,31-01-2019,Male,525-09-8450,Credit card,Electronic accessories,30-12-1899 03:12:00 pm,721.3,,36.065,4.761904762,,10,4.2,36.065,757.365,72.13
A,Yangon,Member,20-01-2019,Female,410-67-1709,Ewallet,Fashion accessories,30-12-1899 05:48:00 pm,511.04,,25.552,4.761904762,,8,9.9,25.552,536.592,63.88
A,Yangon,Member,26-03-2019,Female,587-73-4862,Ewallet,Health and beauty,30-12-1899 11:07:00 am,53.45,,2.6725,4.761904762,,5,7.6,2.6725,56.1225,10.69
A,Yangon,Member,20-01-2019,Male,787-87-2010,Credit card,Health and beauty,30-12-1899 03:48:00 pm,222,,11.1,4.761904762,,4,6.6,11.1,233.1,55.5
B,Mandalay,Normal,05-03-2019,Female,593-14-4239,Ewallet,Home and lifestyle,30-12-1899 07:40:00 pm,763.68,,38.184,4.761904762,,8,4.7,38.184,801.864,95.46
C,Naypyitaw,Normal,05-01-2019,Female,801-88-0346,Credit card,Fashion accessories,30-12-1899 08:30:00 pm,228.18,,11.409,4.761904762,,3,9.8,11.409,239.589,76.06
B,Mandalay,Normal,13-02-2019,Male,388-76-2555,Cash,Sports and travel,30-12-1899 01:59:00 pm,82.14,,4.107,4.761904762,,6,6.3,4.107,86.247,13.69
B,Mandalay,Normal,16-03-2019,Female,711-31-1234,Cash,Electronic accessories,30-12-1899 06:51:00 pm,382.56,,19.128,4.761904762,,4,7.9,19.128,401.688,95.64
A,Yangon,Normal,15-01-2019,Female,886-54-6089,Cash,Home and lifestyle,30-12-1899 05:24:00 pm,68.58,,3.429,4.761904762,,6,7.7,3.429,72.009,11.43
B,Mandalay,Member,26-02-2019,Female,707-32-7409,Ewallet,Sports and travel,30-12-1899 11:58:00 am,382.16,,19.108,4.761904762,,4,4.5,19.108,401.268,95.54
C,Naypyitaw,Member,27-02-2019,Female,759-98-4285,Credit card,Health and beauty,30-12-1899 07:01:00 pm,601.09,,30.0545,4.761904762,,7,8,30.0545,631.1445,85.87
C,Naypyitaw,Member,17-02-2019,Female,201-63-8275,Ewallet,Sports and travel,30-12-1899 04:50:00 pm,475.93,,23.7965,4.761904762,,7,5.7,23.7965,499.7265,67.99
C,Naypyitaw,Normal,06-02-2019,Female,471-06-8611,Credit card,Food and beverages,30-12-1899 10:22:00 am,52.42,,2.621,4.761904762,,1,6.3,2.621,55.041,52.42
C,Naypyitaw,Member,17-01-2019,Male,200-16-5952,Cash,Food and beverages,30-12-1899 04:46:00 pm,131.3,,6.565,4.761904762,,2,6,6.565,137.865,65.65
B,Mandalay,Normal,22-01-2019,Female,120-54-2248,Credit card,Food and beverages,30-12-1899 06:08:00 pm,144.3,,7.215,4.761904762,,5,8,7.215,151.515,28.86
C,Naypyitaw,Member,05-03-2019,Male,102-77-2261,Credit card,Health and beauty,30-12-1899 06:02:00 pm,457.17,,22.8585,4.761904762,,7,4.2,22.8585,480.0285,65.31
B,Mandalay,Normal,03-01-2019,Male,875-31-8302,Cash,Sports and travel,30-12-1899 01:07:00 pm,93.38,,4.669,4.761904762,,1,9.6,4.669,98.049,93.38
C,Naypyitaw,Member,20-03-2019,Male,102-06-2002,Cash,Sports and travel,30-12-1899 05:52:00 pm,126.25,,6.3125,4.761904762,,5,6.1,6.3125,132.5625,25.25
B,Mandalay,Member,31-01-2019,Male,457-94-0464,Ewallet,Electronic accessories,30-12-1899 08:32:00 pm,790.83,,39.5415,4.761904762,,9,5.6,39.5415,830.3715,87.87
C,Naypyitaw,Normal,19-02-2019,Male,629-42-4133,Cash,Health and beauty,30-12-1899 07:24:00 pm,174.4,,8.72,4.761904762,,8,8.3,8.72,183.12,21.8
A,Yangon,Normal,11-02-2019,Female,534-53-3526,Ewallet,Sports and travel,30-12-1899 04:06:00 pm,379.04,,18.952,4.761904762,,4,7.8,18.952,397.992,94.76
A,Yangon,Member,05-02-2019,Female,307-04-2070,Credit card,Fashion accessories,30-12-1899 02:14:00 pm,30.62,,1.531,4.761904762,,1,4.1,1.531,32.151,30.62
C,Naypyitaw,Normal,03-03-2019,Female,468-99-7231,Cash,Home and lifestyle,30-12-1899 05:36:00 pm,352.08,,17.604,4.761904762,,8,8.8,17.604,369.684,44.01
C,Naypyitaw,Member,24-02-2019,Female,516-77-6464,Ewallet,Health and beauty,30-12-1899 01:08:00 pm,50.8,,2.54,4.761904762,,5,4.1,2.54,53.34,10.16
A,Yangon,Normal,04-02-2019,Male,404-91-5964,Credit card,Electronic accessories,30-12-1899 04:09:00 pm,522.06,,26.103,4.761904762,,7,9,26.103,548.163,74.58
C,Naypyitaw,Normal,19-02-2019,Male,886-77-9084,Ewallet,Electronic accessories,30-12-1899 11:33:00 am,575.12,,28.756,4.761904762,,8,5.5,28.756,603.876,71.89
C,Naypyitaw,Normal,23-01-2019,Female,790-38-4466,Credit card,Health and beauty,30-12-1899 10:18:00 am,54.95,,2.7475,4.761904762,,5,9.3,2.7475,57.6975,10.99
C,Naypyitaw,Member,14-01-2019,Male,704-10-4056,Credit card,Health and beauty,30-12-1899 10:55:00 am,181.41,,9.0705,4.761904762,,3,5.6,9.0705,190.4805,60.47
A,Yangon,Normal,17-01-2019,Male,497-37-6538,Ewallet,Sports and travel,30-12-1899 03:15:00 pm,412.37,,20.6185,4.761904762,,7,9.7,20.6185,432.9885,58.91
A,Yangon,Normal,03-03-2019,Male,651-96-5970,Credit card,Fashion accessories,30-12-1899 08:06:00 pm,46.41,,2.3205,4.761904762,,1,4,2.3205,48.7305,46.41
C,Naypyitaw,Member,15-02-2019,Male,400-80-4065,Credit card,Health and beauty,30-12-1899 08:21:00 pm,274.2,,13.71,4.761904762,,4,9.2,13.71,287.91,68.55
B,Mandalay,Normal,15-01-2019,Female,744-16-7898,Credit card,Home and lifestyle,30-12-1899 01:48:00 pm,973.7,,48.685,4.761904762,,10,4.9,48.685,1022.385,97.37
A,Yangon,Member,27-02-2019,Male,263-12-5321,Credit card,Electronic accessories,30-12-1899 12:52:00 pm,648.2,,32.41,4.761904762,,7,9.3,32.41,680.61,92.6
A,Yangon,Normal,26-02-2019,Female,702-72-0487,Credit card,Electronic accessories,30-12-1899 12:28:00 pm,93.22,,4.661,4.761904762,,2,6.6,4.661,97.881,46.61
B,Mandalay,Normal,15-03-2019,Male,605-83-1050,Ewallet,Fashion accessories,30-12-1899 04:26:00 pm,54.36,,2.718,4.761904762,,2,4.3,2.718,57.078,27.18
C,Naypyitaw,Member,24-01-2019,Female,443-60-9639,Cash,Home and lifestyle,30-12-1899 01:24:00 pm,60.87,,3.0435,4.761904762,,1,5.5,3.0435,63.9135,60.87
A,Yangon,Member,22-02-2019,Female,864-24-7918,Cash,Sports and travel,30-12-1899 03:15:00 pm,244.9,,12.245,4.761904762,,10,8.1,12.245,257.145,24.49
B,Mandalay,Normal,15-03-2019,Male,359-94-5395,Credit card,Health and beauty,30-12-1899 10:50:00 am,92.78,,4.639,4.761904762,,1,9.8,4.639,97.419,92.78
C,Naypyitaw,Member,11-02-2019,Male,401-09-4232,Ewallet,Home and lifestyle,30-12-1899 06:38:00 pm,433.45,,21.6725,4.761904762,,5,9.4,21.6725,455.1225,86.69
B,Mandalay,Normal,12-01-2019,Male,751-15-6198,Ewallet,Sports and travel,30-12-1899 04:45:00 pm,138.06,,6.903,4.761904762,,6,7.9,6.903,144.963,23.01
C,Naypyitaw,Member,03-03-2019,Female,324-41-6833,Ewallet,Electronic accessories,30-12-1899 07:30:00 pm,241.6,,12.08,4.761904762,,8,5.1,12.08,253.68,30.2
C,Naypyitaw,Member,23-03-2019,Male,474-33-8305,Ewallet,Fashion accessories,30-12-1899 01:23:00 pm,471.73,,23.5865,4.761904762,,7,6.9,23.5865,495.3165,67.39
A,Yangon,Member,04-03-2019,Female,759-29-9521,Cash,Fashion accessories,30-12-1899 11:27:00 am,440.64,,22.032,4.761904762,,9,8,22.032,462.672,48.96
B,Mandalay,Member,23-02-2019,Female,831-81-6575,Cash,Electronic accessories,30-12-1899 11:12:00 am,680.31,,34.0155,4.761904762,,9,8,34.0155,714.3255,75.59
A,Yangon,Normal,17-03-2019,Female,220-68-6701,Cash,Home and lifestyle,30-12-1899 04:36:00 pm,309.88,,15.494,4.761904762,,4,4.2,15.494,325.374,77.47
A,Yangon,Normal,16-01-2019,Female,618-34-8551,Credit card,Sports and travel,30-12-1899 06:41:00 pm,186.36,,9.318,4.761904762,,2,8.5,9.318,195.678,93.18
A,Yangon,Normal,08-01-2019,Female,257-60-7754,Cash,Electronic accessories,30-12-1899 05:12:00 pm,200.92,,10.046,4.761904762,,4,9,10.046,210.966,50.23
B,Mandalay,Normal,14-01-2019,Female,559-61-5987,Cash,Health and beauty,30-12-1899 10:38:00 am,17.75,,0.8875,4.761904762,,1,8.6,0.8875,18.6375,17.75
C,Naypyitaw,Normal,31-01-2019,Female,189-55-2313,Ewallet,Fashion accessories,30-12-1899 10:33:00 am,621.8,,31.09,4.761904762,,10,6,31.09,652.89,62.18
B,Mandalay,Normal,15-03-2019,Male,565-91-4567,Ewallet,Health and beauty,30-12-1899 02:38:00 pm,86,,4.3,4.761904762,,8,6.2,4.3,90.3,10.75
A,Yangon,Normal,24-02-2019,Female,380-60-5336,Credit card,Electronic accessories,30-12-1899 06:06:00 pm,402.6,,20.13,4.761904762,,10,5,20.13,422.73,40.26
C,Naypyitaw,Member,08-02-2019,Female,815-04-6282,Credit card,Sports and travel,30-12-1899 12:52:00 pm,324.85,,16.2425,4.761904762,,5,6.5,16.2425,341.0925,64.97
A,Yangon,Normal,22-03-2019,Male,674-56-6360,Cash,Electronic accessories,30-12-1899 02:00:00 pm,95.15,,4.7575,4.761904762,,1,6,4.7575,99.9075,95.15
A,Yangon,Member,24-01-2019,Female,778-34-2523,Cash,Electronic accessories,30-12-1899 10:57:00 am,388.96,,19.448,4.761904762,,8,5,19.448,408.408,48.62
B,Mandalay,Normal,14-03-2019,Female,499-27-7781,Ewallet,Food and beverages,30-12-1899 04:45:00 pm,425.68,,21.284,4.761904762,,8,5,21.284,446.964,53.21
C,Naypyitaw,Normal,23-01-2019,Female,477-59-2456,Cash,Fashion accessories,30-12-1899 11:15:00 am,318.08,,15.904,4.761904762,,7,9.2,15.904,333.984,45.44
A,Yangon,Normal,19-01-2019,Male,832-51-6761,Ewallet,Food and beverages,30-12-1899 08:29:00 pm,271.04,,13.552,4.761904762,,8,9.6,13.552,284.592,33.88
B,Mandalay,Member,27-01-2019,Male,869-11-3082,Credit card,Health and beauty,30-12-1899 08:03:00 pm,384.64,,19.232,4.761904762,,4,8.4,19.232,403.872,96.16
B,Mandalay,Member,03-02-2019,Male,190-59-3964,Credit card,Food and beverages,30-12-1899 02:35:00 pm,235.8,,11.79,4.761904762,,5,6,11.79,247.59,47.16
B,Mandalay,Normal,25-03-2019,Male,366-43-6862,Ewallet,Electronic accessories,30-12-1899 04:32:00 pm,211.56,,10.578,4.761904762,,4,6.7,10.578,222.138,52.89
A,Yangon,Member,24-02-2019,Female,186-43-8965,Credit card,Home and lifestyle,30-12-1899 10:10:00 am,95.36,,4.768,4.761904762,,2,4.1,4.768,100.128,47.68
C,Naypyitaw,Member,07-02-2019,Male,784-21-9238,Cash,Sports and travel,30-12-1899 02:15:00 pm,10.17,,0.5085,4.761904762,,1,5.9,0.5085,10.6785,10.17
A,Yangon,Normal,04-03-2019,Female,276-75-6884,Cash,Health and beauty,30-12-1899 10:05:00 am,206.13,,10.3065,4.761904762,,3,8.7,10.3065,216.4365,68.71
B,Mandalay,Member,14-02-2019,Female,109-86-4363,Credit card,Sports and travel,30-12-1899 11:36:00 am,420.56,,21.028,4.761904762,,7,4.5,21.028,441.588,60.08
A,Yangon,Member,29-01-2019,Female,569-76-2760,Credit card,Sports and travel,30-12-1899 06:15:00 pm,88.04,,4.402,4.761904762,,4,6.6,4.402,92.442,22.01
B,Mandalay,Member,28-01-2019,Female,222-42-0244,Credit card,Health and beauty,30-12-1899 01:53:00 pm,648.99,,32.4495,4.761904762,,9,7.7,32.4495,681.4395,72.11
A,Yangon,Member,26-03-2019,Male,760-53-9233,Credit card,Fashion accessories,30-12-1899 06:37:00 pm,123.84,,6.192,4.761904762,,3,8.5,6.192,130.032,41.28
C,Naypyitaw,Normal,24-03-2019,Male,538-22-0304,Cash,Electronic accessories,30-12-1899 06:27:00 pm,649.5,,32.475,4.761904762,,10,5.2,32.475,681.975,64.95
A,Yangon,Member,01-01-2019,Female,416-17-9926,Credit card,Electronic accessories,30-12-1899 02:42:00 pm,742.2,,37.11,4.761904762,,10,4.3,37.11,779.31,74.22
A,Yangon,Normal,24-01-2019,Male,237-44-6163,Cash,Electronic accessories,30-12-1899 05:43:00 pm,84.48,,4.224,4.761904762,,8,7.6,4.224,88.704,10.56
B,Mandalay,Normal,25-02-2019,Male,636-17-0325,Cash,Health and beauty,30-12-1899 06:37:00 pm,250.28,,12.514,4.761904762,,4,9.5,12.514,262.794,62.57
B,Mandalay,Member,09-01-2019,Female,343-75-9322,Cash,Sports and travel,30-12-1899 04:34:00 pm,94.8,,4.74,4.761904762,,8,4.1,4.74,99.54,11.85
A,Yangon,Member,14-02-2019,Male,528-14-9470,Ewallet,Health and beauty,30-12-1899 02:42:00 pm,91.3,,4.565,4.761904762,,1,9.2,4.565,95.865,91.3
B,Mandalay,Member,12-03-2019,Female,427-45-9297,Ewallet,Home and lifestyle,30-12-1899 11:01:00 am,285.11,,14.2555,4.761904762,,7,5.4,14.2555,299.3655,40.73
A,Yangon,Normal,26-03-2019,Male,807-34-3742,Cash,Fashion accessories,30-12-1899 07:44:00 pm,52.38,,2.619,4.761904762,,1,5.8,2.619,54.999,52.38
A,Yangon,Member,09-01-2019,Male,288-62-1085,Ewallet,Fashion accessories,30-12-1899 01:34:00 pm,192.7,,9.635,4.761904762,,5,5.6,9.635,202.335,38.54
B,Mandalay,Normal,02-01-2019,Male,670-71-7306,Credit card,Sports and travel,30-12-1899 08:08:00 pm,267.78,,13.389,4.761904762,,6,5.1,13.389,281.169,44.63
C,Naypyitaw,Normal,15-01-2019,Male,660-29-7083,Cash,Electronic accessories,30-12-1899 03:01:00 pm,558.7,,27.935,4.761904762,,10,5.8,27.935,586.635,55.87
C,Naypyitaw,Member,01-01-2019,Female,271-77-8740,Ewallet,Sports and travel,30-12-1899 11:40:00 am,175.32,,8.766,4.761904762,,6,5,8.766,184.086,29.22
A,Yangon,Normal,15-02-2019,Male,497-36-0989,Cash,Fashion accessories,30-12-1899 03:21:00 pm,155.82,,7.791,4.761904762,,3,7.9,7.791,163.611,51.94
B,Mandalay,Normal,28-02-2019,Male,291-59-1384,Cash,Electronic accessories,30-12-1899 05:38:00 pm,60.3,,3.015,4.761904762,,1,6,3.015,63.315,60.3
A,Yangon,Member,02-03-2019,Female,860-73-6466,Credit card,Sports and travel,30-12-1899 04:16:00 pm,78.94,,3.947,4.761904762,,2,5,3.947,82.887,39.47
C,Naypyitaw,Member,13-02-2019,Female,549-23-9016,Credit card,Food and beverages,30-12-1899 06:15:00 pm,29.74,,1.487,4.761904762,,2,8.9,1.487,31.227,14.87
A,Yangon,Normal,26-01-2019,Male,896-34-0956,Cash,Fashion accessories,30-12-1899 12:43:00 pm,21.32,,1.066,4.761904762,,1,5.9,1.066,22.386,21.32
A,Yangon,Member,30-01-2019,Male,804-38-3935,Credit card,Electronic accessories,30-12-1899 11:32:00 am,281.34,,14.067,4.761904762,,3,5.9,14.067,295.407,93.78
A,Yangon,Member,27-01-2019,Male,585-90-0249,Ewallet,Electronic accessories,30-12-1899 06:08:00 pm,73.26,,3.663,4.761904762,,1,9.7,3.663,76.923,73.26
C,Naypyitaw,Normal,30-01-2019,Female,862-29-5914,Credit card,Sports and travel,30-12-1899 05:08:00 pm,22.38,,1.119,4.761904762,,1,8.6,1.119,23.499,22.38
C,Naypyitaw,Member,08-01-2019,Female,845-94-6841,Cash,Food and beverages,30-12-1899 07:38:00 pm,655.92,,32.796,4.761904762,,9,4,32.796,688.716,72.88
A,Yangon,Normal,19-01-2019,Female,125-45-2293,Cash,Fashion accessories,30-12-1899 01:11:00 pm,594.6,,29.73,4.761904762,,6,4.2,29.73,624.33,99.1
A,Yangon,Normal,25-01-2019,Male,843-73-4724,Cash,Fashion accessories,30-12-1899 11:05:00 am,74.1,,3.705,4.761904762,,1,9.2,3.705,77.805,74.1
A,Yangon,Normal,19-02-2019,Female,409-33-9708,Ewallet,Fashion accessories,30-12-1899 10:12:00 am,196.96,,9.848,4.761904762,,2,9.2,9.848,206.808,98.48
C,Naypyitaw,Normal,14-01-2019,Male,658-66-3967,Ewallet,Health and beauty,30-12-1899 03:42:00 pm,372.33,,18.6165,4.761904762,,7,5,18.6165,390.9465,53.19
B,Mandalay,Normal,25-02-2019,Female,866-70-2814,Ewallet,Electronic accessories,30-12-1899 11:58:00 am,527.9,,26.395,4.761904762,,10,10,26.395,554.295,52.79
A,Yangon,Member,23-01-2019,Female,160-22-2687,Ewallet,Health and beauty,30-12-1899 02:21:00 pm,479.75,,23.9875,4.761904762,,5,8.8,23.9875,503.7375,95.95
B,Mandalay,Normal,16-02-2019,Female,895-03-6665,Cash,Fashion accessories,30-12-1899 10:52:00 am,328.59,,16.4295,4.761904762,,9,4.2,16.4295,345.0195,36.51
B,Mandalay,Normal,01-01-2019,Male,770-42-8960,Cash,Food and beverages,30-12-1899 07:31:00 pm,168.96,,8.448,4.761904762,,8,6.3,8.448,177.408,21.12
A,Yangon,Member,07-03-2019,Female,748-45-2862,Cash,Home and lifestyle,30-12-1899 06:35:00 pm,113.24,,5.662,4.761904762,,4,8.2,5.662,118.902,28.31
B,Mandalay,Normal,15-02-2019,Male,234-36-2483,Cash,Health and beauty,30-12-1899 01:51:00 pm,345.54,,17.277,4.761904762,,6,5.1,17.277,362.817,57.59
A,Yangon,Member,23-01-2019,Female,316-66-3011,Cash,Food and beverages,30-12-1899 12:35:00 pm,428.67,,21.4335,4.761904762,,9,5,21.4335,450.1035,47.63
C,Naypyitaw,Member,20-02-2019,Female,848-95-6252,Ewallet,Home and lifestyle,30-12-1899 01:24:00 pm,86.27,,4.3135,4.761904762,,1,7,4.3135,90.5835,86.27
A,Yangon,Member,08-01-2019,Male,840-76-5966,Ewallet,Sports and travel,30-12-1899 06:06:00 pm,25.52,,1.276,4.761904762,,2,7.8,1.276,26.796,12.76
B,Mandalay,Normal,17-03-2019,Female,152-03-4217,Credit card,Home and lifestyle,30-12-1899 11:55:00 am,101.52,,5.076,4.761904762,,9,4.3,5.076,106.596,11.28
B,Mandalay,Normal,12-01-2019,Female,533-66-5566,Cash,Home and lifestyle,30-12-1899 11:42:00 am,357.49,,17.8745,4.761904762,,7,7,17.8745,375.3645,51.07
A,Yangon,Member,08-01-2019,Female,124-31-1458,Cash,Electronic accessories,30-12-1899 02:30:00 pm,238.77,,11.9385,4.761904762,,3,6.6,11.9385,250.7085,79.59
C,Naypyitaw,Member,26-01-2019,Male,176-78-1170,Ewallet,Health and beauty,30-12-1899 03:11:00 pm,101.43,,5.0715,4.761904762,,3,7.3,5.0715,106.5015,33.81
B,Mandalay,Member,15-03-2019,Male,361-59-0574,Credit card,Sports and travel,30-12-1899 02:48:00 pm,724.24,,36.212,4.761904762,,8,6.5,36.212,760.452,90.53
C,Naypyitaw,Member,17-01-2019,Female,101-81-4070,Ewallet,Health and beauty,30-12-1899 12:36:00 pm,125.64,,6.282,4.761904762,,2,4.9,6.282,131.922,62.82
C,Naypyitaw,Member,08-01-2019,Male,631-34-1880,Credit card,Food and beverages,30-12-1899 07:09:00 pm,72.93,,3.6465,4.761904762,,3,4.3,3.6465,76.5765,24.31
A,Yangon,Normal,06-01-2019,Male,852-82-2749,Ewallet,Sports and travel,30-12-1899 01:35:00 pm,258.36,,12.918,4.761904762,,4,9.3,12.918,271.278,64.59
A,Yangon,Member,16-02-2019,Male,873-14-6353,Credit card,Food and beverages,30-12-1899 10:33:00 am,173.74,,8.687,4.761904762,,7,7.1,8.687,182.427,24.82
C,Naypyitaw,Normal,13-03-2019,Male,584-66-4073,Ewallet,Fashion accessories,30-12-1899 03:45:00 pm,56.5,,2.825,4.761904762,,1,9.6,2.825,59.325,56.5
B,Mandalay,Member,28-01-2019,Female,544-55-9589,Cash,Electronic accessories,30-12-1899 11:51:00 am,214.3,,10.715,4.761904762,,10,6.2,10.715,225.015,21.43
A,Yangon,Member,18-01-2019,Male,166-19-2553,Cash,Sports and travel,30-12-1899 05:26:00 pm,534.36,,26.718,4.761904762,,6,9.9,26.718,561.078,89.06
A,Yangon,Member,19-03-2019,Male,737-88-5876,Credit card,Home and lifestyle,30-12-1899 11:52:00 am,93.16,,4.658,4.761904762,,4,5.9,4.658,97.818,23.29
C,Naypyitaw,Normal,15-03-2019,Male,154-87-7367,Ewallet,Home and lifestyle,30-12-1899 02:04:00 pm,522.08,,26.104,4.761904762,,8,6.3,26.104,548.184,65.26
C,Naypyitaw,Member,12-02-2019,Male,885-56-0389,Cash,Fashion accessories,30-12-1899 05:49:00 pm,52.35,,2.6175,4.761904762,,1,4,2.6175,54.9675,52.35
B,Mandalay,Member,25-02-2019,Male,608-05-3804,Cash,Electronic accessories,30-12-1899 08:19:00 pm,39.75,,1.9875,4.761904762,,1,6.1,1.9875,41.7375,39.75
A,Yangon,Normal,21-03-2019,Female,448-61-3783,Credit card,Electronic accessories,30-12-1899 04:08:00 pm,720.16,,36.008,4.761904762,,8,4.5,36.008,756.168,90.02
B,Mandalay,Member,19-01-2019,Female,761-49-0439,Ewallet,Electronic accessories,30-12-1899 10:17:00 am,96.8,,4.84,4.761904762,,8,8.6,4.84,101.64,12.1
B,Mandalay,Member,08-01-2019,Female,490-95-0021,Ewallet,Food and beverages,30-12-1899 02:25:00 pm,332.1,,16.605,4.761904762,,10,6,16.605,348.705,33.21
C,Naypyitaw,Member,30-03-2019,Female,115-38-7388,Credit card,Fashion accessories,30-12-1899 12:51:00 pm,81.44,,4.072,4.761904762,,8,9.5,4.072,85.512,10.18
B,Mandalay,Member,20-02-2019,Male,311-13-6971,Credit card,Sports and travel,30-12-1899 03:18:00 pm,319.9,,15.995,4.761904762,,10,9.9,15.995,335.895,31.99
A,Yangon,Member,30-03-2019,Female,291-55-6563,Ewallet,Home and lifestyle,30-12-1899 12:45:00 pm,206.52,,10.326,4.761904762,,6,7.5,10.326,216.846,34.42
A,Yangon,Member,19-03-2019,Female,548-48-3156,Cash,Food and beverages,30-12-1899 01:37:00 pm,166.68,,8.334,4.761904762,,2,7.6,8.334,175.014,83.34
A,Yangon,Normal,13-01-2019,Male,460-93-5834,Cash,Sports and travel,30-12-1899 10:03:00 am,319.06,,15.953,4.761904762,,7,5,15.953,335.013,45.58
A,Yangon,Member,05-02-2019,Male,325-89-4209,Ewallet,Food and beverages,30-12-1899 07:42:00 pm,87.9,,4.395,4.761904762,,1,6.7,4.395,92.295,87.9
A,Yangon,Member,23-03-2019,Female,884-80-6021,Ewallet,Electronic accessories,30-12-1899 01:14:00 pm,734.7,,36.735,4.761904762,,10,9.5,36.735,771.435,73.47
C,Naypyitaw,Normal,13-03-2019,Female,137-74-8729,Ewallet,Fashion accessories,30-12-1899 12:47:00 pm,97.52,,4.876,4.761904762,,8,6.8,4.876,102.396,12.19
A,Yangon,Member,17-03-2019,Male,880-46-5796,Ewallet,Sports and travel,30-12-1899 07:53:00 pm,769.2,,38.46,4.761904762,,10,5.6,38.46,807.66,76.92
C,Naypyitaw,Normal,21-02-2019,Female,389-70-2397,Cash,Health and beauty,30-12-1899 10:26:00 am,418.3,,20.915,4.761904762,,5,7.2,20.915,439.215,83.66
B,Mandalay,Normal,07-02-2019,Female,114-35-5271,Cash,Electronic accessories,30-12-1899 03:06:00 pm,463.28,,23.164,4.761904762,,8,8.1,23.164,486.444,57.91
C,Naypyitaw,Member,02-03-2019,Female,607-76-6216,Credit card,Fashion accessories,30-12-1899 04:35:00 pm,462.45,,23.1225,4.761904762,,5,8.6,23.1225,485.5725,92.49
B,Mandalay,Normal,06-03-2019,Male,715-20-1673,Cash,Electronic accessories,30-12-1899 08:57:00 pm,141.9,,7.095,4.761904762,,5,9.4,7.095,148.995,28.38
B,Mandalay,Member,06-02-2019,Male,811-35-1094,Credit card,Electronic accessories,30-12-1899 03:16:00 pm,302.7,,15.135,4.761904762,,6,8.9,15.135,317.835,50.45
B,Mandalay,Normal,28-01-2019,Male,699-88-1972,Credit card,Health and beauty,30-12-1899 05:47:00 pm,793.28,,39.664,4.761904762,,8,4.2,39.664,832.944,99.16
C,Naypyitaw,Normal,18-01-2019,Male,781-84-8059,Ewallet,Fashion accessories,30-12-1899 04:23:00 pm,425.18,,21.259,4.761904762,,7,5,21.259,446.439,60.74
C,Naypyitaw,Member,05-02-2019,Female,409-49-6995,Cash,Food and beverages,30-12-1899 10:17:00 am,283.62,,14.181,4.761904762,,6,8.8,14.181,297.801,47.27
C,Naypyitaw,Member,02-03-2019,Male,725-54-0677,Cash,Health and beauty,30-12-1899 01:50:00 pm,599.2,,29.96,4.761904762,,7,5.3,29.96,629.16,85.6
A,Yangon,Member,09-02-2019,Male,146-09-5432,Ewallet,Food and beverages,30-12-1899 07:17:00 pm,315.36,,15.768,4.761904762,,9,4.6,15.768,331.128,35.04
C,Naypyitaw,Member,14-01-2019,Female,377-79-7592,Credit card,Electronic accessories,30-12-1899 02:00:00 pm,403.56,,20.178,4.761904762,,9,7.5,20.178,423.738,44.84
B,Mandalay,Normal,09-02-2019,Male,509-10-0516,Ewallet,Home and lifestyle,30-12-1899 12:02:00 pm,183.88,,9.194,4.761904762,,4,5.1,9.194,193.074,45.97
A,Yangon,Member,26-03-2019,Female,595-94-9924,Credit card,Health and beauty,30-12-1899 08:21:00 pm,138.65,,6.9325,4.761904762,,5,4.2,6.9325,145.5825,27.73
A,Yangon,Normal,28-01-2019,Male,865-41-9075,Cash,Food and beverages,30-12-1899 05:35:00 pm,80.71,,4.0355,4.761904762,,7,8.1,4.0355,84.7455,11.53
C,Naypyitaw,Normal,14-02-2019,Female,545-07-8534,Ewallet,Health and beauty,30-12-1899 12:42:00 pm,116.64,,5.832,4.761904762,,2,6,5.832,122.472,58.32
C,Naypyitaw,Member,24-03-2019,Female,118-62-1812,Cash,Home and lifestyle,30-12-1899 05:56:00 pm,313.52,,15.676,4.761904762,,4,7.9,15.676,329.196,78.38
